age,screen_time,social_media,gaming,short_video,phone_unlocks,notifications,night_usage,sleep,focus_time,exercise,stress,productivity,entertainment_hours,total_recreational_screen_time,night_usage_ratio,focus_to_screen_ratio,sleep_deficit_indicator,usage_intensity,risk_level,wellbeing_score
22,7.7,5.5,3.7,3.9,194,290,4.5,5.3,2.1,27,3,8,7.6,13.1,0.584,0.273,2.2,223.0,Moderate,55.8
34,10.4,1.1,2.4,2.3,59,311,4.7,8.4,6.0,24,2,2,4.7,5.8,0.452,0.577,0.0,90.1,Moderate,67.1
23,8.3,3.3,0.2,5.7,66,239,3.9,3.1,1.4,60,9,1,5.9,9.2,0.47,0.169,4.4,89.9,High,44.5
25,7.0,4.4,2.1,2.0,198,34,4.6,6.0,2.0,104,8,4,4.1,8.5,0.657,0.286,1.5,201.4,Moderate,50.3
35,15.9,3.2,1.6,5.8,113,257,1.5,5.5,0.1,30,3,4,7.4,10.6,0.094,0.006,2.0,138.7,Moderate,47.9
30,14.2,4.2,4.1,5.4,48,136,1.2,5.4,5.8,53,5,10,9.5,13.7,0.085,0.408,2.1,61.6,Moderate,74.3
30,10.4,8.0,5.7,1.6,192,75,1.9,5.4,4.9,66,3,6,7.3,15.3,0.183,0.471,2.1,199.5,Moderate,61.1
44,9.5,1.1,1.6,4.8,105,151,0.3,3.2,5.6,96,6,1,6.4,7.5,0.032,0.589,4.3,120.1,Moderate,63.1
16,10.3,5.4,4.9,6.0,45,245,4.0,4.1,1.7,50,5,1,10.9,16.3,0.388,0.165,3.4,69.5,High,48.0
35,4.0,3.2,0.3,1.5,123,327,4.9,4.0,5.5,57,2,3,1.8,5.0,1.0,1.0,3.5,155.7,Moderate,68.8
22,6.9,1.1,3.2,2.6,46,241,4.1,9.9,4.8,33,10,5,5.8,6.9,0.594,0.696,0.0,70.1,Moderate,65.5
42,1.6,1.3,0.4,3.1,23,192,2.8,3.2,2.9,58,8,6,3.5,4.8,1.0,1.0,4.3,42.2,Low,68.3
19,8.1,7.6,5.6,1.8,164,304,1.5,4.2,3.5,20,6,5,7.4,15.0,0.185,0.432,3.3,194.4,High,50.6
44,9.1,7.0,4.6,0.1,132,328,1.0,9.8,4.5,55,3,5,4.7,11.7,0.11,0.495,0.0,164.8,Moderate,71.5
21,4.4,7.3,3.9,1.3,92,176,1.8,7.4,3.9,36,1,9,5.2,12.5,0.409,0.886,0.1,109.6,Low,79.3
40,15.5,7.9,4.9,1.7,168,170,3.3,6.2,5.1,63,5,2,6.6,14.5,0.213,0.329,1.3,185.0,High,46.0
16,14.6,1.7,3.9,2.7,82,204,2.2,3.6,1.4,112,2,1,6.6,8.3,0.151,0.096,3.9,102.4,High,50.6
44,11.8,2.8,5.8,1.0,111,197,4.7,7.7,4.3,18,2,6,6.8,9.6,0.398,0.364,0.0,130.7,Moderate,62.3
20,9.0,5.4,4.3,5.2,90,40,4.3,4.0,3.6,100,9,9,9.5,14.9,0.478,0.4,3.5,94.0,High,56.5
42,14.0,3.9,5.5,4.2,92,131,0.5,7.7,3.7,118,10,7,9.7,13.6,0.036,0.264,0.0,105.1,Moderate,60.4
38,3.0,3.3,3.1,0.5,53,190,0.7,9.9,3.8,84,7,8,3.6,6.9,0.233,1.0,0.0,72.0,Low,86.5
16,12.9,2.9,0.7,3.9,77,157,3.4,6.7,7.1,77,6,5,4.6,7.5,0.264,0.55,0.8,92.7,Moderate,67.1
19,2.9,4.8,3.2,3.9,57,252,1.2,4.5,6.5,73,1,10,7.1,11.9,0.414,1.0,3.0,82.2,Low,90.0
37,12.9,4.6,0.8,5.7,66,49,4.0,7.4,5.0,52,10,4,6.5,11.1,0.31,0.388,0.1,70.9,High,52.5
17,5.1,1.3,3.6,0.0,84,326,3.0,6.6,5.7,70,2,6,3.6,4.9,0.588,1.0,0.9,116.6,Low,85.2
25,14.2,3.8,2.9,1.5,31,180,1.1,6.7,0.3,92,7,3,4.4,8.2,0.077,0.021,0.8,49.0,High,53.3
20,15.2,4.4,3.7,5.6,141,97,2.4,6.3,6.0,62,3,1,9.3,13.7,0.158,0.395,1.2,150.7,Moderate,57.4
42,3.2,4.6,0.1,5.6,55,297,2.0,7.7,3.9,103,2,4,5.7,10.3,0.625,1.0,0.0,84.7,Moderate,82.0
25,7.9,1.7,1.2,4.3,196,339,4.4,7.0,2.5,61,6,9,5.5,7.2,0.557,0.316,0.5,229.9,Moderate,67.6
16,15.7,5.9,2.9,4.6,171,40,0.2,9.9,1.1,71,8,4,7.5,13.4,0.013,0.07,0.0,175.0,High,45.8
37,8.3,0.2,5.7,0.5,20,162,4.5,8.8,0.6,102,8,1,6.2,6.4,0.542,0.072,0.0,36.2,Moderate,56.2
21,14.0,2.8,2.3,3.1,40,55,3.3,4.9,0.4,76,2,4,5.4,8.2,0.236,0.029,2.6,45.5,Moderate,54.8
28,9.8,6.2,2.5,1.4,148,322,3.7,8.1,1.3,109,6,7,3.9,10.1,0.378,0.133,0.0,180.2,Moderate,58.8
30,6.6,4.5,4.3,1.1,129,233,0.0,4.5,0.2,18,5,3,5.4,9.9,0.0,0.03,3.0,152.3,Moderate,53.0
19,5.3,2.1,3.6,4.9,65,51,3.1,8.5,5.9,74,7,10,8.5,10.6,0.585,1.0,0.0,70.1,Moderate,88.7
28,4.0,5.6,1.8,0.8,47,205,2.9,4.0,2.0,1,4,6,2.6,8.2,0.725,0.5,3.5,67.5,Low,62.0
39,12.4,4.5,2.5,2.8,30,193,2.7,6.3,2.9,112,2,1,5.3,9.8,0.218,0.234,1.2,49.3,Moderate,59.2
35,6.8,6.4,1.3,5.6,119,73,3.9,8.5,6.6,5,10,4,6.9,13.3,0.574,0.971,0.0,126.3,High,52.7
39,8.7,5.9,5.8,1.1,103,180,2.8,5.0,0.9,28,3,3,6.9,12.8,0.322,0.103,2.5,121.0,Moderate,51.4
30,8.4,4.9,0.8,5.9,147,269,4.3,8.9,6.7,40,9,1,6.7,11.6,0.512,0.798,0.0,173.9,High,53.1
44,9.7,3.9,2.2,6.0,163,270,1.2,7.5,5.1,50,10,3,8.2,12.1,0.124,0.526,0.0,190.0,Moderate,57.8
23,14.0,1.1,0.2,3.3,145,298,4.0,5.8,2.7,4,8,4,3.5,4.6,0.286,0.193,1.7,174.8,High,39.8
20,15.7,2.1,1.3,1.0,17,190,0.9,6.0,0.9,40,9,5,2.3,4.4,0.057,0.057,1.5,36.0,Moderate,49.6
44,7.1,3.4,4.7,1.9,197,202,4.1,9.5,0.7,61,5,6,6.6,10.0,0.577,0.099,0.0,217.2,Moderate,63.1
30,13.4,4.8,1.2,2.5,81,21,4.7,4.5,2.7,29,5,2,3.7,8.5,0.351,0.201,3.0,83.1,Moderate,42.5
19,12.5,4.1,0.5,1.9,128,213,1.7,7.9,1.1,102,7,2,2.4,6.5,0.136,0.088,0.0,149.3,High,52.8
27,9.6,2.3,2.8,1.7,43,185,2.6,8.0,2.1,61,7,6,4.5,6.8,0.271,0.219,0.0,61.5,Low,70.2
28,15.3,0.1,0.1,5.8,153,266,3.3,9.5,0.4,99,1,5,5.9,6.0,0.216,0.026,0.0,179.6,High,56.6
17,4.0,4.0,0.5,0.9,114,263,0.4,8.0,4.8,26,5,1,1.4,5.4,0.1,1.0,0.0,140.3,Low,72.8
42,2.6,2.3,4.8,4.4,150,129,2.5,7.1,1.2,49,8,3,9.2,11.5,0.962,0.462,0.4,162.9,Moderate,62.0
34,13.8,5.9,4.6,0.0,96,342,1.8,9.3,6.1,81,7,5,4.6,10.5,0.13,0.442,0.0,130.2,High,64.1
34,7.6,0.2,5.5,3.6,159,90,4.4,8.8,1.7,51,2,2,9.1,9.3,0.579,0.224,0.0,168.0,High,62.4
19,13.7,4.7,5.1,5.5,164,183,4.4,8.0,6.4,48,8,1,10.6,15.3,0.321,0.467,0.0,182.3,High,47.6
19,14.4,7.5,4.1,1.7,73,304,3.5,3.2,1.5,61,2,9,5.8,13.3,0.243,0.104,4.3,103.4,High,51.9
41,1.9,1.4,0.3,1.1,11,132,3.3,5.6,5.8,99,10,5,1.4,2.8,1.0,1.0,1.9,24.2,Low,72.7
26,14.3,3.8,4.7,3.9,118,247,3.7,7.4,2.7,59,1,2,8.6,12.4,0.259,0.189,0.1,142.7,High,55.1
42,7.7,0.7,5.1,4.3,35,320,1.8,6.7,4.7,117,3,10,9.4,10.1,0.234,0.61,0.8,67.0,Low,89.7
20,8.7,5.0,4.8,4.1,92,35,2.0,5.2,0.3,79,3,4,8.9,13.9,0.23,0.034,2.3,95.5,Moderate,60.4
35,10.4,4.4,3.1,1.9,116,50,2.8,4.0,4.0,53,6,3,5.0,9.4,0.269,0.385,3.5,121.0,High,54.4
26,14.9,3.3,1.4,1.5,78,181,4.7,6.9,1.2,118,3,7,2.9,6.2,0.315,0.081,0.6,96.1,Moderate,58.6
25,1.3,4.2,5.1,5.7,106,325,3.6,5.0,3.9,4,7,1,10.8,15.0,1.0,1.0,2.5,138.5,Moderate,52.6
23,8.2,7.2,4.4,5.5,39,212,2.8,4.6,1.1,8,8,10,9.9,17.1,0.341,0.134,2.9,60.2,High,51.9
21,11.3,1.6,5.9,2.7,17,229,3.9,5.8,3.5,33,3,4,8.6,10.2,0.345,0.31,1.7,39.9,Moderate,62.8
21,11.8,0.2,0.9,5.1,47,251,1.9,8.5,0.9,97,9,7,6.0,6.2,0.161,0.076,0.0,72.1,Moderate,63.8
23,11.4,6.9,1.4,2.7,198,203,3.7,6.4,1.8,35,1,10,4.1,11.0,0.325,0.158,1.1,218.3,Moderate,55.4
38,3.0,4.6,1.3,2.5,90,34,2.1,4.5,4.8,94,3,5,3.8,8.4,0.7,1.0,3.0,93.4,Low,77.0
30,5.5,7.1,4.8,0.9,117,324,1.4,3.8,7.8,115,3,4,5.7,12.8,0.255,1.0,3.7,149.4,High,70.5
41,6.4,4.8,1.1,2.6,74,228,3.0,6.5,3.6,19,7,4,3.7,8.5,0.469,0.562,1.0,96.8,Moderate,60.0
29,13.1,6.5,0.4,3.2,76,191,3.4,8.6,5.5,80,5,2,3.6,10.1,0.26,0.42,0.0,95.1,Moderate,60.5
26,5.2,3.4,6.0,0.1,183,285,2.3,7.6,4.3,83,4,8,6.1,9.5,0.442,0.827,0.0,211.5,Moderate,81.7
27,4.2,6.0,0.1,2.7,99,39,2.8,4.6,4.0,91,2,4,2.8,8.8,0.667,0.952,2.9,102.9,Moderate,69.9
41,15.4,7.3,5.0,4.7,104,89,3.5,6.1,0.5,84,7,2,9.7,17.0,0.227,0.032,1.4,112.9,High,36.5
28,1.1,4.6,2.2,4.1,81,27,3.8,9.0,1.2,82,3,9,6.3,10.9,1.0,1.0,0.0,83.7,Moderate,79.9
23,16.0,1.4,5.0,3.8,52,53,4.5,4.2,7.1,62,7,10,8.8,10.2,0.281,0.444,3.3,57.3,Moderate,63.3
33,11.2,2.2,3.3,5.5,196,243,1.8,6.7,3.3,66,10,7,8.8,11.0,0.161,0.295,0.8,220.3,High,57.5
40,13.4,1.6,5.4,0.1,55,198,4.8,5.5,4.9,29,7,3,5.5,7.1,0.358,0.366,2.0,74.8,High,51.7
16,5.4,2.0,5.6,3.3,134,265,3.2,3.9,4.2,68,2,7,8.9,10.9,0.593,0.778,3.6,160.5,Moderate,75.0
30,1.2,2.5,0.1,4.7,172,279,3.9,3.3,3.0,105,7,1,4.8,7.3,1.0,1.0,4.2,199.9,Moderate,54.4
23,12.1,4.4,0.5,3.2,48,127,3.5,6.9,3.1,69,6,1,3.7,8.1,0.289,0.256,0.6,60.7,Moderate,55.8
43,13.5,4.7,1.5,1.9,60,261,1.0,3.1,4.4,2,10,4,3.4,8.1,0.074,0.326,4.4,86.1,Moderate,40.5
26,12.1,3.4,4.0,0.8,13,43,0.4,3.7,1.1,48,4,4,4.8,8.2,0.033,0.091,3.8,17.3,Moderate,58.5
27,3.1,4.9,5.3,5.3,130,235,3.6,5.4,3.1,41,5,4,10.6,15.5,1.0,1.0,2.1,153.5,Moderate,63.6
27,12.3,0.7,2.8,2.8,89,74,2.6,3.3,3.6,23,8,9,5.6,6.3,0.211,0.293,4.2,96.4,Moderate,55.1
19,12.5,0.7,3.6,5.3,86,45,3.5,5.8,7.9,43,5,6,8.9,9.6,0.28,0.632,1.7,90.5,Moderate,67.5
31,10.9,1.4,1.1,3.5,188,300,2.4,3.9,2.8,0,3,3,4.6,6.0,0.22,0.257,3.6,218.0,Moderate,47.9
19,12.5,4.1,4.8,4.0,142,311,1.6,5.4,5.2,113,2,6,8.8,12.9,0.128,0.416,2.1,173.1,Moderate,67.5
20,13.7,1.7,5.8,4.8,64,346,1.4,8.5,1.1,114,6,2,10.6,12.3,0.102,0.08,0.0,98.6,High,60.2
39,10.2,2.3,1.6,4.0,29,205,3.7,7.4,0.5,53,6,2,5.6,7.9,0.363,0.049,0.1,49.5,High,57.6
20,2.3,3.2,3.0,2.4,161,31,1.4,6.1,7.0,51,7,7,5.4,8.6,0.609,1.0,1.4,164.1,Low,78.2
23,8.3,6.5,0.5,3.1,173,148,3.6,3.6,5.8,35,8,3,3.6,10.1,0.434,0.699,3.9,187.8,High,46.0
25,2.2,0.1,3.4,4.8,43,227,1.9,7.3,2.5,78,4,7,8.2,8.3,0.864,1.0,0.2,65.7,Low,87.3
32,7.1,5.2,3.0,2.2,131,152,3.9,4.1,4.0,104,8,3,5.2,10.4,0.549,0.563,3.4,146.2,High,52.4
43,7.1,5.4,0.9,2.3,118,215,0.7,3.5,1.1,37,1,2,3.2,8.6,0.099,0.155,4.0,139.5,High,54.6
41,2.0,6.4,2.7,0.6,135,281,1.0,7.6,5.7,43,6,4,3.3,9.7,0.5,1.0,0.0,163.1,Moderate,74.2
24,6.2,7.5,2.0,5.5,63,301,3.4,9.4,0.6,81,6,4,7.5,15.0,0.548,0.097,0.0,93.1,High,61.2
37,2.7,0.2,3.1,0.5,171,122,2.8,6.2,6.1,86,3,3,3.6,3.8,1.0,1.0,1.3,183.2,Moderate,78.3
34,13.1,1.2,3.5,3.9,154,139,1.0,3.3,4.4,46,9,9,7.4,8.6,0.076,0.336,4.2,167.9,Moderate,57.0
44,15.2,7.1,0.1,2.5,142,202,4.5,9.2,2.2,28,5,6,2.6,9.7,0.296,0.145,0.0,162.2,Moderate,45.6
29,2.1,3.7,4.6,2.4,98,28,1.4,3.5,6.9,50,1,5,7.0,10.7,0.667,1.0,4.0,100.8,Low,78.2
23,15.3,4.5,4.3,4.1,155,64,2.1,9.1,7.9,40,7,6,8.4,12.9,0.137,0.516,0.0,161.4,High,58.8
24,8.8,5.3,2.2,0.4,192,263,1.0,5.7,2.0,85,10,8,2.6,7.9,0.114,0.227,1.8,218.3,Moderate,55.1
37,5.5,5.4,0.3,3.6,62,289,1.9,5.6,6.4,63,3,5,3.9,9.3,0.345,1.0,1.9,90.9,Moderate,80.0
26,2.2,7.5,4.5,4.6,59,131,2.5,6.8,6.0,87,10,4,9.1,16.6,1.0,1.0,0.7,72.1,Moderate,66.9
38,8.5,8.0,5.7,5.0,81,74,1.5,9.7,6.0,108,10,7,10.7,18.7,0.176,0.706,0.0,88.4,Moderate,67.2
16,12.9,5.8,1.4,1.0,182,34,3.8,9.3,7.7,47,4,5,2.4,8.2,0.295,0.597,0.0,185.4,Moderate,61.3
29,11.6,2.3,1.9,5.4,150,56,2.0,6.3,3.9,76,6,4,7.3,9.6,0.172,0.336,1.2,155.6,Moderate,62.5
20,1.8,7.0,1.1,3.9,25,197,3.6,7.9,5.4,96,8,5,5.0,12.0,1.0,1.0,0.0,44.7,Moderate,72.4
36,2.1,0.4,3.5,5.3,22,146,1.0,7.1,6.6,113,4,4,8.8,9.2,0.476,1.0,0.4,36.6,Low,91.2
41,7.0,1.8,0.9,2.9,29,136,1.9,7.9,3.8,21,9,8,3.8,5.6,0.271,0.543,0.0,42.6,Low,72.2
29,5.4,7.2,2.1,3.3,75,91,0.0,8.8,3.9,98,8,8,5.4,12.6,0.0,0.722,0.0,84.1,Low,75.7
19,4.5,2.0,4.2,5.5,56,130,3.8,3.2,2.5,16,10,1,9.7,11.7,0.844,0.556,4.3,69.0,High,46.6
37,5.2,1.8,3.4,5.4,156,168,3.1,5.3,6.2,85,10,3,8.8,10.6,0.596,1.0,2.2,172.8,Moderate,62.8
38,13.1,1.1,2.3,2.7,182,204,4.1,9.7,5.5,4,6,4,5.0,6.1,0.313,0.42,0.0,202.4,High,53.1
40,14.9,6.9,2.5,1.6,174,124,2.3,9.6,3.6,60,7,2,4.1,11.0,0.154,0.242,0.0,186.4,Moderate,46.7
16,7.1,4.0,3.4,2.4,131,166,4.0,3.1,3.4,88,8,5,5.8,9.8,0.563,0.479,4.4,147.6,High,53.8
37,14.6,5.4,0.0,2.3,63,240,3.2,4.4,0.6,5,2,8,2.3,7.7,0.219,0.041,3.1,87.0,High,46.7
38,5.8,1.9,0.5,1.7,15,333,0.0,10.0,0.1,52,5,2,2.2,4.1,0.0,0.017,0.0,48.3,Low,72.3
34,8.1,6.1,5.3,1.6,23,25,1.3,6.4,4.2,80,7,9,6.9,13.0,0.16,0.519,1.1,25.5,Moderate,74.8
23,4.4,6.1,0.5,5.2,141,279,2.5,7.0,3.3,94,8,7,5.7,11.8,0.568,0.75,0.5,168.9,Moderate,67.8
30,10.6,2.5,4.2,0.4,95,318,3.1,4.2,6.4,16,5,6,4.6,7.1,0.292,0.604,3.3,126.8,Moderate,62.7
36,15.7,3.3,5.5,4.1,192,61,0.3,9.3,4.3,58,3,8,9.6,12.9,0.019,0.274,0.0,198.1,Moderate,68.7
30,10.1,1.7,1.6,1.0,171,278,3.5,4.6,7.5,96,6,2,2.6,4.3,0.347,0.743,2.9,198.8,High,59.0
24,6.4,7.8,2.2,2.1,36,290,2.7,4.3,1.6,38,5,5,4.3,12.1,0.422,0.25,3.2,65.0,Moderate,57.3
36,10.7,5.2,3.4,0.4,16,66,2.6,4.6,7.9,53,8,4,3.8,9.0,0.243,0.738,2.9,22.6,Moderate,59.1
24,2.8,7.5,5.3,1.6,140,104,1.5,9.4,2.4,47,9,8,6.9,14.4,0.536,0.857,0.0,150.4,Moderate,66.1
25,14.3,2.4,5.7,4.6,184,193,3.0,7.9,5.1,36,9,1,10.3,12.7,0.21,0.357,0.0,203.3,High,46.2
35,8.5,6.3,4.4,5.3,11,77,0.1,8.4,4.0,47,6,3,9.7,16.0,0.012,0.471,0.0,18.7,Moderate,68.3
40,7.7,6.1,0.5,1.3,89,218,0.3,5.6,2.9,67,4,10,1.8,7.9,0.039,0.377,1.9,110.8,Moderate,77.3
36,9.8,5.5,4.0,2.8,162,228,3.7,9.4,1.1,106,4,8,6.8,12.3,0.378,0.112,0.0,184.8,High,64.2
41,10.4,7.7,2.5,2.8,69,267,1.6,8.5,1.1,77,9,5,5.3,13.0,0.154,0.106,0.0,95.7,High,54.4
24,2.1,3.1,2.8,5.2,33,230,1.7,8.3,5.7,76,4,4,8.0,11.1,0.81,1.0,0.0,56.0,Low,89.3
18,11.2,1.0,0.3,4.6,24,58,1.0,9.8,3.0,26,8,6,4.9,5.9,0.089,0.268,0.0,29.8,Moderate,66.1
35,4.6,5.4,1.1,3.1,104,271,2.2,5.6,7.7,87,9,5,4.2,9.6,0.478,1.0,1.9,131.1,Moderate,68.6
40,11.7,5.8,4.7,4.0,151,150,0.3,7.3,2.6,26,5,3,8.7,14.5,0.026,0.222,0.2,166.0,High,53.9
41,13.3,4.6,2.7,5.1,191,310,1.5,9.4,7.9,71,6,5,7.8,12.4,0.113,0.594,0.0,222.0,High,64.6
26,13.1,1.7,1.8,0.1,143,269,2.6,8.5,1.6,116,3,4,1.9,3.6,0.198,0.122,0.0,169.9,Moderate,62.7
21,9.3,4.0,2.3,2.4,90,71,2.3,6.9,0.8,62,5,1,4.7,8.7,0.247,0.086,0.6,97.1,Moderate,58.3
17,8.8,2.5,5.1,5.4,27,33,5.0,3.5,2.5,51,5,1,10.5,13.0,0.568,0.284,4.0,30.3,Moderate,53.2
22,3.1,3.4,4.5,4.4,29,175,1.9,7.6,7.1,46,2,7,8.9,12.3,0.613,1.0,0.0,46.5,Low,90.7
33,12.6,5.2,1.6,3.3,124,49,1.9,6.7,4.2,113,10,4,4.9,10.1,0.151,0.333,0.8,128.9,Moderate,51.6
42,5.1,6.0,0.7,3.2,199,109,2.5,4.3,1.1,102,6,1,3.9,9.9,0.49,0.216,3.2,209.9,Moderate,49.2
17,8.5,1.9,1.5,2.1,49,186,1.0,9.2,1.6,20,9,6,3.6,5.5,0.118,0.188,0.0,67.6,Moderate,64.5
42,5.3,3.2,5.5,3.1,48,88,4.4,5.4,2.5,114,7,1,8.6,11.8,0.83,0.472,2.1,56.8,High,59.8
32,3.0,2.2,3.5,3.9,189,182,2.9,5.7,4.7,56,8,8,7.4,9.6,0.967,1.0,1.8,207.2,Moderate,72.2
26,10.4,1.6,3.2,2.5,41,261,1.0,7.7,2.7,104,2,9,5.7,7.3,0.096,0.26,0.0,67.1,Moderate,83.7
42,1.8,6.3,3.6,4.3,133,71,4.0,6.4,6.0,74,9,3,7.9,14.2,1.0,1.0,1.1,140.1,High,61.7
27,12.2,7.3,2.2,5.2,117,161,0.2,3.6,4.9,94,3,7,7.4,14.7,0.016,0.402,3.9,133.1,Moderate,62.9
42,5.8,3.0,4.8,0.9,36,82,4.9,5.7,7.0,90,10,5,5.7,8.7,0.845,1.0,1.8,44.2,Moderate,65.9
34,1.0,6.0,3.1,2.7,119,311,4.3,3.7,4.0,41,5,3,5.8,11.8,1.0,1.0,3.8,150.1,Moderate,58.0
37,8.7,7.2,0.7,2.4,189,110,2.9,4.3,2.6,109,7,5,3.1,10.3,0.333,0.299,3.2,200.0,High,48.7
39,1.7,6.8,0.8,4.1,106,171,0.6,3.1,8.0,47,4,10,4.9,11.7,0.353,1.0,4.4,123.1,Moderate,80.2
40,5.1,1.5,3.2,1.5,83,176,1.1,4.3,2.8,26,7,7,4.7,6.2,0.216,0.549,3.2,100.6,Moderate,69.1
22,11.6,7.7,5.6,3.8,26,328,1.4,5.3,3.4,71,8,7,9.4,17.1,0.121,0.293,2.2,58.8,Moderate,58.2
35,1.9,3.0,1.9,5.3,58,169,1.2,6.8,6.5,32,10,9,7.2,10.2,0.632,1.0,0.7,74.9,Low,79.6
21,13.6,2.7,5.2,2.5,90,347,2.5,9.4,0.7,75,10,8,7.7,10.4,0.184,0.051,0.0,124.7,High,56.0
36,1.1,0.5,4.6,5.5,125,290,4.7,6.8,3.1,34,4,4,10.1,10.6,1.0,1.0,0.7,154.0,Moderate,69.7
39,4.7,3.9,1.5,6.0,32,88,2.2,7.9,0.7,97,5,5,7.5,11.4,0.468,0.149,0.0,40.8,Moderate,75.4
16,12.1,0.9,0.2,0.6,107,135,3.3,5.5,1.1,15,3,5,0.8,1.7,0.273,0.091,2.0,120.5,Moderate,53.4
32,5.7,2.0,0.6,1.4,81,211,3.4,8.3,0.0,35,5,10,2.0,4.0,0.596,0.0,0.0,102.1,Low,75.4
44,2.5,2.5,4.4,5.7,150,23,4.4,7.3,0.1,65,8,2,10.1,12.6,1.0,0.04,0.2,152.3,High,56.2
26,6.4,6.5,1.2,5.7,160,94,0.2,6.2,3.0,75,3,7,6.9,13.4,0.031,0.469,1.3,169.4,Moderate,72.1
37,5.1,7.0,2.2,0.6,66,317,2.0,4.4,6.5,90,5,7,2.8,9.8,0.392,1.0,3.1,97.7,Low,76.3
41,13.6,2.4,3.0,0.1,199,260,3.9,5.1,4.7,55,10,9,3.1,5.5,0.287,0.346,2.4,225.0,Moderate,51.1
43,5.7,6.9,4.4,1.0,191,49,4.1,7.3,5.1,16,1,9,5.4,12.3,0.719,0.895,0.2,195.9,High,67.6
33,12.8,6.9,0.7,6.0,157,162,4.6,6.0,4.2,19,2,4,6.7,13.6,0.359,0.328,1.5,173.2,High,46.1
36,14.4,6.1,2.4,1.1,95,345,3.5,9.2,6.6,84,3,5,3.5,9.6,0.243,0.458,0.0,129.5,Moderate,65.5
32,7.5,1.2,2.9,3.0,189,202,1.2,4.6,7.0,93,1,7,5.9,7.1,0.16,0.933,2.9,209.2,Moderate,78.1
22,14.6,5.5,3.2,5.1,32,35,2.5,3.5,6.8,105,9,10,8.3,13.8,0.171,0.466,4.0,35.5,High,58.8
32,6.7,7.6,4.9,0.1,114,130,0.2,7.1,6.5,83,9,7,5.0,12.6,0.03,0.97,0.4,127.0,Moderate,70.0
35,15.5,5.5,1.0,3.6,172,220,3.2,9.2,1.5,7,5,10,4.6,10.1,0.206,0.097,0.0,194.0,High,50.0
24,2.3,2.7,4.8,1.7,76,126,2.8,5.6,4.8,17,4,8,6.5,9.2,1.0,1.0,1.9,88.6,Moderate,79.4
32,11.3,4.0,4.2,5.2,43,181,3.3,7.5,4.7,17,5,8,9.4,13.4,0.292,0.416,0.0,61.1,High,68.4
35,8.4,5.2,3.3,1.7,42,302,4.7,4.6,4.2,17,4,2,5.0,10.2,0.56,0.5,2.9,72.2,High,54.4
37,6.8,4.1,4.2,4.1,55,288,3.4,6.9,3.8,1,5,9,8.3,12.4,0.5,0.559,0.6,83.8,Moderate,70.6
37,10.5,1.0,2.5,4.0,90,174,1.6,8.5,0.7,75,7,4,6.5,7.5,0.152,0.067,0.0,107.4,Moderate,63.5
43,11.6,2.5,0.8,1.3,182,92,1.0,9.1,0.8,95,8,1,2.1,4.6,0.086,0.069,0.0,191.2,Moderate,51.3
44,1.1,6.4,4.0,0.2,156,216,4.3,3.7,7.2,105,2,1,4.2,10.6,1.0,1.0,3.8,177.6,Moderate,61.4
23,3.5,6.9,3.1,2.5,96,262,1.0,5.5,5.0,71,4,5,5.6,12.5,0.286,1.0,2.0,122.2,Moderate,77.9
32,11.7,1.1,3.8,1.7,24,105,0.8,7.5,2.1,50,8,7,5.5,6.6,0.068,0.179,0.0,34.5,Low,67.7
22,11.0,7.6,2.0,4.9,132,306,1.0,3.2,2.2,9,7,5,6.9,14.5,0.091,0.2,4.3,162.6,High,40.7
16,15.5,2.6,5.4,4.8,130,278,2.5,7.8,4.9,74,9,3,10.2,12.8,0.161,0.316,0.0,157.8,High,53.7
28,12.4,5.3,3.5,2.7,87,305,0.6,6.7,3.3,13,5,7,6.2,11.5,0.048,0.266,0.8,117.5,Moderate,61.0
38,15.3,6.0,0.5,3.6,75,168,4.7,5.0,3.5,25,6,1,4.1,10.1,0.307,0.229,2.5,91.8,High,36.6
34,11.5,6.5,2.7,3.6,48,209,4.8,8.7,0.5,46,8,1,6.3,12.8,0.417,0.043,0.0,68.9,High,41.8
42,5.5,7.6,4.5,5.0,27,236,4.9,5.0,1.1,29,5,2,9.5,17.1,0.891,0.2,2.5,50.6,Moderate,49.1
39,2.6,2.5,4.8,2.6,196,105,0.2,9.9,3.1,55,9,1,7.4,9.9,0.077,1.0,0.0,206.5,Low,63.9
34,12.7,6.9,3.0,1.7,169,235,4.7,8.7,5.6,118,4,9,4.7,11.6,0.37,0.441,0.0,192.5,Moderate,66.0
44,10.7,1.1,5.4,1.6,30,339,5.0,8.0,0.4,41,8,4,7.0,8.1,0.467,0.037,0.0,63.9,High,52.9
32,1.7,5.6,1.6,3.2,177,137,4.7,3.4,2.7,3,3,7,4.8,10.4,1.0,1.0,4.1,190.7,Moderate,54.0
28,6.4,5.9,2.5,2.7,36,106,3.4,9.3,5.6,102,5,5,5.2,11.1,0.531,0.875,0.0,46.6,Moderate,77.5
44,15.4,5.4,5.4,2.6,11,59,3.5,8.5,6.3,10,8,7,8.0,13.4,0.227,0.409,0.0,16.9,High,54.8
31,8.5,2.0,5.4,0.5,106,180,0.6,4.6,1.5,23,10,7,5.9,7.9,0.071,0.176,2.9,124.0,Moderate,54.6
23,7.5,7.0,4.1,4.3,48,210,4.4,5.7,5.9,117,7,1,8.4,15.4,0.587,0.787,1.8,69.0,High,58.2
